Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Engine size_win,Year of manufacture_win,Mileage_win,Price_win
Ford,Focus,1.6,Petrol,2002,165882,4122,1.6,2002,165882.0,4122.0
Toyota,Yaris,1.0,Hybrid,2011,57282,12832,1.0,2011,57282.0,12832.0
VW,Polo,1.2,Petrol,2000,101350,3682,1.2,2000,101350.0,3682.0
Toyota,RAV4,2.4,Hybrid,1999,138810,7559,2.4,1999,138810.0,7559.0
Toyota,Prius,1.0,Hybrid,2015,34309,25070,1.0,2015,34309.0,25070.0
Ford,Fiesta,1.4,Hybrid,2017,35153,22406,1.4,2017,35153.0,22406.0
BMW,Z4,2.4,Petrol,1998,243289,2153,2.4,1998,243289.0,2153.0
VW,Golf,2.0,Petrol,2016,50172,23219,2.0,2016,50172.0,23219.0
Toyota,Prius,1.8,Hybrid,1991,180517,2310,1.8,1991,180517.0,2310.0
Ford,Focus,1.4,Diesel,2002,125806,5603,1.4,2002,125806.0,5603.0
Ford,Mondeo,1.8,Diesel,2010,68397,16264,1.8,2010,68397.0,16264.0
Toyota,Prius,1.4,Hybrid,2004,109843,8582,1.4,2004,109843.0,8582.0
Ford,Fiesta,1.0,Hybrid,2003,81357,5537,1.0,2003,81357.0,5537.0
Toyota,RAV4,2.2,Hybrid,2019,22508,61036,2.2,2019,22508.0,42975.125
BMW,X3,3.0,Diesel,2005,176865,7644,2.9000000000000004,2005,176865.0,7644.0
VW,Golf,1.8,Diesel,2018,34540,29046,1.8,2018,34540.0,29046.0
BMW,Z4,2.4,Petrol,1990,172947,2358,2.4,1990,172947.0,2358.0
Ford,Fiesta,1.0,Petrol,2010,45173,9319,1.0,2010,45173.0,9319.0
BMW,X3,2.4,Diesel,2004,104323,11436,2.4,2004,104323.0,11436.0
VW,Passat,1.4,Diesel,2018,46200,29770,1.4,2018,46200.0,29770.0
VW,Golf,1.4,Petrol,2004,76209,7364,1.4,2004,76209.0,7364.0
Toyota,RAV4,2.4,Hybrid,2005,90958,16210,2.4,2005,90958.0,16210.0
Toyota,Yaris,1.0,Petrol,2010,129587,5960,1.0,2010,129587.0,5960.0
Ford,Focus,1.8,Diesel,1996,92652,5458,1.8,1996,92652.0,5458.0
BMW,Z4,2.0,Petrol,2008,81369,14574,2.0,2008,81369.0,14574.0
Toyota,RAV4,2.2,Hybrid,2015,51071,39490,2.2,2015,51071.0,39490.0
Toyota,RAV4,1.8,Hybrid,1996,63954,9268,1.8,1996,63954.0,9268.0
Ford,Fiesta,1.2,Petrol,1998,180420,1666,1.2,1998,180420.0,1666.0
VW,Golf,1.8,Petrol,2009,119211,8529,1.8,2009,119211.0,8529.0
VW,Passat,1.6,Petrol,1995,233774,1490,1.6,1995,233774.0,1490.0
BMW,M5,4.0,Petrol,2005,68624,33178,2.9000000000000004,2005,68624.0,33178.0
Toyota,Prius,1.8,Hybrid,1997,125052,5433,1.8,1997,125052.0,5433.0
Ford,Mondeo,1.8,Diesel,2006,129110,8010,1.8,2006,129110.0,8010.0
Toyota,Yaris,1.2,Hybrid,2008,120607,7353,1.2,2008,120607.0,7353.0
Ford,Fiesta,1.0,Petrol,2010,62208,8369,1.0,2010,62208.0,8369.0
VW,Passat,2.0,Diesel,2010,82638,16440,2.0,2010,82638.0,16440.0
BMW,M5,4.4,Petrol,1999,86627,20620,2.9000000000000004,1999,86627.0,20620.0
Ford,Mondeo,2.0,Diesel,1990,270194,847,2.0,1990,270194.0,847.0
VW,Golf,1.6,Petrol,2013,52718,16734,1.6,2013,52718.0,16734.0
VW,Golf,1.4,Petrol,2012,42803,15568,1.4,2012,42803.0,15568.0
Toyota,RAV4,1.8,Hybrid,1996,162887,4401,1.8,1996,162887.0,4401.0
BMW,M5,4.0,Petrol,2000,183395,9780,2.9000000000000004,2000,183395.0,9780.0
Toyota,Yaris,1.2,Hybrid,1988,271193,523,1.2,1988,271193.0,523.0
Ford,Focus,1.8,Petrol,2008,146832,7636,1.8,2008,146832.0,7636.0
VW,Passat,2.0,Diesel,1994,159516,3134,2.0,1994,159516.0,3134.0
Ford,Mondeo,1.6,Diesel,1993,197845,1788,1.6,1993,197845.0,1788.0
VW,Polo,1.4,Diesel,2005,108849,5514,1.4,2005,108849.0,5514.0
BMW,X3,2.4,Diesel,2012,49717,28301,2.4,2012,49717.0,28301.0
VW,Golf,1.8,Diesel,1985,212792,826,1.8,1985,212792.0,826.0
Toyota,Prius,1.0,Hybrid,1999,138810,4151,1.0,1999,138810.0,4151.0
VW,Polo,1.4,Petrol,2012,48668,12655,1.4,2012,48668.0,12655.0
VW,Polo,1.0,Petrol,2022,6738,26442,1.0,2022,6738.0,26442.0
Ford,Mondeo,2.0,Diesel,1987,267263,712,2.0,1987,267263.0,712.0
VW,Passat,1.8,Diesel,2000,159870,4423,1.8,2000,159870.0,4423.0
BMW,M5,5.0,Petrol,2002,146114,17076,2.9000000000000004,2002,146114.0,17076.0
Toyota,RAV4,1.8,Hybrid,2005,33825,20354,1.8,2005,33825.0,20354.0
BMW,X3,3.0,Diesel,2004,175244,7251,2.9000000000000004,2004,175244.0,7251.0
Toyota,Prius,1.4,Hybrid,1990,172787,2036,1.4,1990,172787.0,2036.0
VW,Golf,2.0,Diesel,1991,266710,792,2.0,1991,266710.0,792.0
VW,Passat,1.4,Diesel,2001,109188,6230,1.4,2001,109188.0,6230.0
Toyota,Yaris,1.2,Petrol,2009,69289,9478,1.2,2009,69289.0,9478.0
Porsche,911,3.5,Petrol,1984,287006,1450,2.9000000000000004,1984,287006.0,1450.0
Ford,Mondeo,1.8,Hybrid,1988,216453,1316,1.8,1988,216453.0,1316.0
Ford,Mondeo,1.4,Diesel,2017,20093,30686,1.4,2017,20093.0,30686.0
VW,Polo,2.0,Petrol,2006,169429,4134,2.0,2006,169429.0,4134.0
Porsche,718 Cayman,4.0,Petrol,1995,174279,5081,2.9000000000000004,1995,174279.0,5081.0
Ford,Mondeo,2.0,Hybrid,1989,173586,2158,2.0,1989,173586.0,2158.0
Ford,Fiesta,1.2,Petrol,2001,126413,3172,1.2,2001,126413.0,3172.0
Ford,Fiesta,1.0,Diesel,1997,119275,2461,1.0,1997,119275.0,2461.0
Ford,Focus,1.6,Petrol,1995,219604,1618,1.6,1995,219604.0,1618.0
VW,Polo,1.2,Petrol,2016,31205,16983,1.2,2016,31205.0,16983.0
VW,Passat,1.6,Diesel,1998,120853,4991,1.6,1998,120853.0,4991.0
Toyota,Prius,1.8,Hybrid,1996,188806,3001,1.8,1996,188806.0,3001.0
VW,Passat,1.4,Diesel,2016,33501,28110,1.4,2016,33501.0,28110.0
Porsche,Cayenne,3.0,Petrol,2003,189281,7807,2.9000000000000004,2003,189281.0,7807.0
Ford,Mondeo,1.8,Diesel,2009,68403,15214,1.8,2009,68403.0,15214.0
VW,Passat,1.4,Diesel,1989,88272,3260,1.4,1989,88272.0,3260.0
Ford,Mondeo,1.8,Petrol,2016,60529,24331,1.8,2016,60529.0,24331.0
BMW,Z4,2.0,Petrol,1990,180683,2015,2.0,1990,180683.0,2015.0
VW,Polo,1.4,Petrol,2007,128082,5179,1.4,2007,128082.0,5179.0
VW,Passat,1.8,Diesel,2007,66746,14223,1.8,2007,66746.0,14223.0
VW,Golf,1.8,Petrol,2008,111002,8493,1.8,2008,111002.0,8493.0
Toyota,RAV4,2.4,Petrol,2001,131501,7628,2.4,2001,131501.0,7628.0
Toyota,Prius,1.4,Hybrid,2007,111661,10340,1.4,2007,111661.0,10340.0
Toyota,Yaris,1.0,Hybrid,1998,216202,1543,1.0,1998,216202.0,1543.0
Ford,Fiesta,1.0,Petrol,1991,221596,663,1.0,1991,221596.0,663.0
Toyota,Yaris,1.2,Hybrid,2019,28675,28494,1.2,2019,28675.0,28494.0
Toyota,Yaris,1.4,Petrol,2005,102906,6192,1.4,2005,102906.0,6192.0
Ford,Fiesta,1.4,Petrol,2009,65411,9072,1.4,2009,65411.0,9072.0
Toyota,Prius,1.0,Hybrid,2013,87924,15506,1.0,2013,87924.0,15506.0
BMW,X3,3.0,Diesel,1992,194579,2756,2.9000000000000004,1992,194579.0,2756.0
VW,Passat,1.8,Diesel,2007,139209,8350,1.8,2007,139209.0,8350.0
Ford,Fiesta,1.0,Petrol,2005,137038,3477,1.0,2005,137038.0,3477.0
BMW,M5,5.0,Petrol,2016,60265,81582,2.9000000000000004,2016,60265.0,42975.125
Toyota,Prius,1.4,Hybrid,2009,95418,13320,1.4,2009,95418.0,13320.0
Ford,Mondeo,1.6,Diesel,2000,128040,5105,1.6,2000,128040.0,5105.0
BMW,Z4,2.4,Petrol,1993,170121,2951,2.4,1993,170121.0,2951.0
VW,Passat,2.0,Diesel,1990,242187,1160,2.0,1990,242187.0,1160.0
Toyota,Yaris,1.2,Hybrid,1996,164322,2323,1.2,1996,164322.0,2323.0
Ford,Fiesta,1.0,Petrol,2002,117923,3305,1.0,2002,117923.0,3305.0
Ford,Focus,1.8,Diesel,1999,106823,6011,1.8,1999,106823.0,6011.0
Ford,Fiesta,1.0,Petrol,2014,4500,15289,1.0,2014,4500.0,15289.0
Toyota,RAV4,2.4,Hybrid,2016,45522,45629,2.4,2016,45522.0,42975.125
Toyota,Prius,1.4,Hybrid,1995,100899,5033,1.4,1995,100899.0,5033.0
Ford,Mondeo,1.4,Hybrid,1989,211635,1295,1.4,1989,211635.0,1295.0
BMW,M5,4.0,Petrol,2010,68635,46300,2.9000000000000004,2010,68635.0,42975.125
Toyota,RAV4,2.2,Petrol,2020,17337,55938,2.2,2020,17337.0,42975.125
Toyota,Yaris,1.0,Hybrid,1988,131211,1629,1.0,1988,131211.0,1629.0
Toyota,RAV4,1.8,Hybrid,2004,25739,19946,1.8,2004,25739.0,19946.0
Ford,Focus,2.0,Diesel,2013,72576,20549,2.0,2013,72576.0,20549.0
Toyota,RAV4,2.2,Petrol,2012,87834,21087,2.2,2012,87834.0,21087.0
Ford,Fiesta,1.4,Petrol,2004,71476,6243,1.4,2004,71476.0,6243.0
Toyota,Prius,1.8,Hybrid,2018,22148,44031,1.8,2018,22148.0,42975.125
BMW,M5,4.4,Petrol,2009,87280,39978,2.9000000000000004,2009,87280.0,39978.0
Ford,Focus,1.6,Diesel,2014,56072,21891,1.6,2014,56072.0,21891.0
Toyota,Prius,1.4,Hybrid,2018,26077,37986,1.4,2018,26077.0,37986.0
Toyota,Prius,1.0,Hybrid,2017,43197,27168,1.0,2017,43197.0,27168.0
Ford,Mondeo,1.6,Hybrid,2011,93866,15704,1.6,2011,93866.0,15704.0
VW,Polo,1.0,Petrol,1986,194137,623,1.0,1986,194137.0,623.0
VW,Polo,1.6,Petrol,1986,248854,481,1.6,1986,248854.0,481.0
Toyota,RAV4,2.2,Hybrid,1998,140178,6696,2.2,1998,140178.0,6696.0
Ford,Fiesta,1.0,Petrol,2015,52467,12431,1.0,2015,52467.0,12431.0
Ford,Focus,1.4,Diesel,2002,141272,4958,1.4,2002,141272.0,4958.0
Toyota,Prius,1.0,Hybrid,2000,130831,4727,1.0,2000,130831.0,4727.0
Ford,Mondeo,1.4,Hybrid,1987,357140,288,1.4,1987,314974.125,288.0
Toyota,RAV4,1.8,Hybrid,1996,189351,3511,1.8,1996,189351.0,3511.0
VW,Polo,1.4,Petrol,2008,64638,8754,1.4,2008,64638.0,8754.0
Ford,Mondeo,1.4,Petrol,1994,241311,1151,1.4,1994,241311.0,1151.0
Ford,Focus,1.8,Petrol,2016,37785,28276,1.8,2016,37785.0,28276.0
Ford,Mondeo,1.8,Diesel,2006,153516,6583,1.8,2006,153516.0,6583.0
BMW,X3,2.4,Diesel,1993,198895,2537,2.4,1993,198895.0,2537.0
VW,Passat,2.0,Diesel,1993,243083,1405,2.0,1993,243083.0,1405.0
Toyota,RAV4,2.4,Hybrid,2014,65124,35261,2.4,2014,65124.0,35261.0
VW,Passat,2.0,Petrol,2006,76388,12520,2.0,2006,76388.0,12520.0
VW,Passat,1.4,Diesel,2008,61968,13834,1.4,2008,61968.0,13834.0
Toyota,RAV4,2.4,Hybrid,2004,151356,9530,2.4,2004,151356.0,9530.0
Ford,Mondeo,2.0,Diesel,2000,202731,3054,2.0,2000,202731.0,3054.0
VW,Polo,2.0,Petrol,2008,125807,6735,2.0,2008,125807.0,6735.0
VW,Passat,1.4,Diesel,1992,157735,2329,1.4,1992,157735.0,2329.0
Toyota,Yaris,1.4,Hybrid,2010,22956,17444,1.4,2010,22956.0,17444.0
Ford,Focus,1.8,Petrol,1996,120905,4213,1.8,1996,120905.0,4213.0
Porsche,911,2.2,Petrol,2018,29406,88301,2.2,2018,29406.0,42975.125
Ford,Focus,1.8,Petrol,2015,58977,23202,1.8,2015,58977.0,23202.0
BMW,M5,5.0,Petrol,1988,241196,2933,2.9000000000000004,1988,241196.0,2933.0
Porsche,Cayenne,4.0,Diesel,2013,62918,48962,2.9000000000000004,2013,62918.0,42975.125
VW,Golf,2.0,Petrol,1995,174094,2265,2.0,1995,174094.0,2265.0
Toyota,Prius,1.8,Hybrid,1994,99897,5378,1.8,1994,99897.0,5378.0
Porsche,911,3.0,Petrol,2014,77876,58184,2.9000000000000004,2014,77876.0,42975.125
VW,Polo,1.6,Petrol,1997,62284,4564,1.6,1997,62284.0,4564.0
Ford,Fiesta,1.0,Diesel,2014,77373,10368,1.0,2014,77373.0,10368.0
VW,Golf,1.2,Petrol,2009,103051,7864,1.2,2009,103051.0,7864.0
VW,Golf,1.6,Petrol,1989,284915,498,1.6,1989,284915.0,498.0
VW,Polo,1.0,Petrol,1991,169893,1071,1.0,1991,169893.0,1071.0
Toyota,Yaris,1.0,Hybrid,2007,56000,9909,1.0,2007,56000.0,9909.0
Ford,Fiesta,1.2,Hybrid,2016,25623,20499,1.2,2016,25623.0,20499.0
VW,Passat,1.6,Diesel,2015,51205,25261,1.6,2015,51205.0,25261.0
Ford,Fiesta,1.4,Hybrid,2010,25295,14869,1.4,2010,25295.0,14869.0
Ford,Focus,2.0,Diesel,2007,102036,11191,2.0,2007,102036.0,11191.0
Toyota,Prius,1.8,Hybrid,1987,169258,1947,1.8,1987,169258.0,1947.0
Ford,Mondeo,1.6,Diesel,2004,112826,7492,1.6,2004,112826.0,7492.0
Ford,Fiesta,1.0,Petrol,2008,94987,5848,1.0,2008,94987.0,5848.0
BMW,X3,2.4,Diesel,1989,96116,4467,2.4,1989,96116.0,4467.0
VW,Passat,1.8,Diesel,2018,16247,40128,1.8,2018,16247.0,40128.0
Ford,Focus,1.6,Petrol,2002,171950,3916,1.6,2002,171950.0,3916.0
Porsche,Cayenne,4.0,Petrol,2004,62271,25699,2.9000000000000004,2004,62271.0,25699.0
VW,Polo,1.0,Diesel,2016,23487,17008,1.0,2016,23487.0,17008.0
VW,Passat,1.6,Diesel,2004,98780,8786,1.6,2004,98780.0,8786.0
Ford,Focus,1.8,Petrol,1985,184476,1201,1.8,1985,184476.0,1201.0
Toyota,RAV4,2.0,Hybrid,2016,31630,45244,2.0,2016,31630.0,42975.125
VW,Passat,1.8,Petrol,2005,155100,6116,1.8,2005,155100.0,6116.0
Ford,Focus,2.0,Petrol,2017,32138,32933,2.0,2017,32138.0,32933.0
VW,Passat,2.0,Diesel,2002,131337,6714,2.0,2002,131337.0,6714.0
Porsche,911,3.0,Petrol,2018,20341,108502,2.9000000000000004,2018,20341.0,42975.125
Ford,Mondeo,1.4,Diesel,1997,130124,3846,1.4,1997,130124.0,3846.0
Ford,Fiesta,1.4,Petrol,1989,175767,1028,1.4,1989,175767.0,1028.0
Ford,Mondeo,1.8,Diesel,2018,24507,36292,1.8,2018,24507.0,36292.0
VW,Golf,1.8,Petrol,1996,100810,4116,1.8,1996,100810.0,4116.0
VW,Polo,2.0,Petrol,1995,223174,1240,2.0,1995,223174.0,1240.0
Ford,Mondeo,1.6,Hybrid,2002,148619,5655,1.6,2002,148619.0,5655.0
BMW,X3,2.0,Petrol,2006,123328,9838,2.0,2006,123328.0,9838.0
VW,Passat,1.8,Diesel,2016,48856,29062,1.8,2016,48856.0,29062.0
Ford,Mondeo,1.6,Diesel,2014,28851,25571,1.6,2014,28851.0,25571.0
VW,Passat,1.4,Diesel,2012,47411,19807,1.4,2012,47411.0,19807.0
VW,Golf,1.8,Petrol,2020,29252,32591,1.8,2020,29252.0,32591.0
Toyota,Yaris,1.4,Petrol,2003,167361,3251,1.4,2003,167361.0,3251.0
Ford,Mondeo,1.4,Diesel,2011,47901,17486,1.4,2011,47901.0,17486.0
Toyota,Yaris,1.2,Hybrid,1998,123213,3700,1.2,1998,123213.0,3700.0
VW,Polo,1.2,Petrol,2018,25762,20017,1.2,2018,25762.0,20017.0
VW,Polo,1.6,Petrol,2018,17897,24144,1.6,2018,17897.0,24144.0
Toyota,Prius,1.4,Hybrid,2011,63151,19003,1.4,2011,63151.0,19003.0
Ford,Focus,1.6,Diesel,2002,176239,3965,1.6,2002,176239.0,3965.0
BMW,X3,2.0,Diesel,2013,48716,27788,2.0,2013,48716.0,27788.0
Toyota,Yaris,1.0,Hybrid,2019,41231,24165,1.0,2019,41231.0,24165.0
Toyota,RAV4,2.0,Hybrid,2002,148307,7806,2.0,2002,148307.0,7806.0
Toyota,RAV4,1.8,Hybrid,2000,170445,5392,1.8,2000,170445.0,5392.0
Ford,Mondeo,1.8,Petrol,2017,18484,33431,1.8,2017,18484.0,33431.0
BMW,Z4,2.4,Petrol,2001,137902,6557,2.4,2001,137902.0,6557.0
Toyota,Prius,1.4,Hybrid,2016,19132,34554,1.4,2016,19132.0,34554.0
Toyota,Prius,1.8,Hybrid,2001,125594,7064,1.8,2001,125594.0,7064.0
Porsche,Cayenne,3.0,Petrol,1987,260948,1406,2.9000000000000004,1987,260948.0,1406.0
Ford,Fiesta,1.2,Petrol,1999,174751,1870,1.2,1999,174751.0,1870.0
Ford,Fiesta,1.2,Petrol,1997,116145,2630,1.2,1997,116145.0,2630.0
Toyota,Prius,1.4,Hybrid,1994,184655,2401,1.4,1994,184655.0,2401.0
VW,Golf,1.8,Petrol,1996,159640,2594,1.8,1996,159640.0,2594.0
Toyota,Yaris,1.4,Hybrid,1988,262118,616,1.4,1988,262118.0,616.0
VW,Golf,1.4,Diesel,2017,46578,22294,1.4,2017,46578.0,22294.0
Toyota,Prius,1.4,Hybrid,2014,55440,24392,1.4,2014,55440.0,24392.0
VW,Passat,1.6,Diesel,1987,41171,4154,1.6,1987,41171.0,4154.0
Toyota,RAV4,2.4,Hybrid,2016,43466,46204,2.4,2016,43466.0,42975.125
Ford,Mondeo,1.4,Diesel,1996,245377,1331,1.4,1996,245377.0,1331.0
VW,Golf,1.4,Diesel,2007,126746,6521,1.4,2007,126746.0,6521.0
VW,Golf,2.0,Hybrid,2018,40437,33789,2.0,2018,40437.0,33789.0
VW,Passat,1.4,Diesel,2012,52145,19232,1.4,2012,52145.0,19232.0
Toyota,Yaris,1.4,Hybrid,2000,82342,6169,1.4,2000,82342.0,6169.0
BMW,M5,4.0,Petrol,2002,112628,19861,2.9000000000000004,2002,112628.0,19861.0
VW,Passat,1.6,Diesel,1998,181507,3039,1.6,1998,181507.0,3039.0
VW,Polo,1.2,Petrol,2013,26122,14314,1.2,2013,26122.0,14314.0
Toyota,RAV4,2.4,Hybrid,2009,80458,22784,2.4,2009,80458.0,22784.0
VW,Polo,1.4,Petrol,1997,117573,2884,1.4,1997,117573.0,2884.0
Toyota,Prius,1.4,Hybrid,2016,39819,30691,1.4,2016,39819.0,30691.0
VW,Golf,2.0,Petrol,2006,139356,6285,2.0,2006,139356.0,6285.0
VW,Polo,2.0,Diesel,2018,21128,27846,2.0,2018,21128.0,27846.0
Toyota,Prius,1.4,Hybrid,2002,208476,3322,1.4,2002,208476.0,3322.0
Toyota,Yaris,1.4,Hybrid,2002,41105,9212,1.4,2002,41105.0,9212.0
BMW,Z4,2.2,Petrol,1994,179039,2799,2.2,1994,179039.0,2799.0
Ford,Fiesta,1.4,Petrol,1993,255841,655,1.4,1993,255841.0,655.0
Toyota,Prius,1.4,Hybrid,2018,17316,39875,1.4,2018,17316.0,39875.0
Toyota,Prius,1.0,Hybrid,1991,167511,1923,1.0,1991,167511.0,1923.0
Toyota,RAV4,2.4,Hybrid,2000,212143,4330,2.4,2000,212143.0,4330.0
Ford,Mondeo,1.8,Diesel,2009,83472,13730,1.8,2009,83472.0,13730.0
VW,Passat,2.0,Diesel,2015,72626,24572,2.0,2015,72626.0,24572.0
VW,Golf,1.6,Petrol,2012,94296,11822,1.6,2012,94296.0,11822.0
VW,Passat,2.0,Petrol,2001,172816,4257,2.0,2001,172816.0,4257.0
Ford,Fiesta,1.2,Petrol,2009,119629,5699,1.2,2009,119629.0,5699.0
Toyota,RAV4,2.4,Hybrid,2019,23253,63486,2.4,2019,23253.0,42975.125
Ford,Focus,1.4,Petrol,1998,79683,5738,1.4,1998,79683.0,5738.0
VW,Golf,1.8,Hybrid,1991,310778,566,1.8,1991,310778.0,566.0
BMW,M5,5.0,Petrol,1988,152747,6361,2.9000000000000004,1988,152747.0,6361.0
Toyota,Prius,1.8,Hybrid,2015,15403,37403,1.8,2015,15403.0,37403.0
VW,Golf,1.4,Diesel,2001,129720,4270,1.4,2001,129720.0,4270.0
Toyota,Prius,1.8,Hybrid,1994,194119,2508,1.8,1994,194119.0,2508.0
Toyota,Yaris,1.4,Hybrid,2020,18942,34739,1.4,2020,18942.0,34739.0
Ford,Mondeo,1.8,Diesel,2016,55568,26373,1.8,2016,55568.0,26373.0
VW,Passat,1.8,Diesel,1996,142126,3918,1.8,1996,142126.0,3918.0
VW,Golf,2.0,Petrol,2005,152589,5281,2.0,2005,152589.0,5281.0
Toyota,Prius,1.8,Hybrid,2002,171517,5194,1.8,2002,171517.0,5194.0
Toyota,RAV4,2.0,Petrol,2007,130515,10469,2.0,2007,130515.0,10469.0
VW,Passat,1.8,Diesel,1990,259984,933,1.8,1990,259984.0,933.0
BMW,Z4,3.0,Petrol,2015,35658,38166,2.9000000000000004,2015,35658.0,38166.0
Toyota,Yaris,1.2,Hybrid,2021,18102,34537,1.2,2021,18102.0,34537.0
BMW,Z4,3.0,Petrol,1998,101935,7912,2.9000000000000004,1998,101935.0,7912.0
VW,Passat,1.6,Diesel,2011,70780,17043,1.6,2011,70780.0,17043.0
VW,Passat,1.8,Petrol,2012,70743,18408,1.8,2012,70743.0,18408.0
VW,Golf,1.2,Petrol,1992,157109,1656,1.2,1992,157109.0,1656.0
VW,Polo,1.4,Petrol,1997,121474,2799,1.4,1997,121474.0,2799.0
Ford,Fiesta,1.4,Petrol,2006,48024,8298,1.4,2006,48024.0,8298.0
Toyota,Yaris,1.4,Petrol,2000,122710,3820,1.4,2000,122710.0,3820.0
Toyota,Prius,1.8,Hybrid,2016,53143,32066,1.8,2016,53143.0,32066.0
Ford,Mondeo,2.0,Diesel,2000,164436,4248,2.0,2000,164436.0,4248.0
Toyota,RAV4,2.0,Hybrid,2002,93659,11883,2.0,2002,93659.0,11883.0
VW,Passat,1.6,Diesel,2007,100057,10631,1.6,2007,100057.0,10631.0
Ford,Focus,1.0,Petrol,1994,137193,2418,1.0,1994,137193.0,2418.0
VW,Polo,1.2,Diesel,2012,60618,11406,1.2,2012,60618.0,11406.0
Ford,Fiesta,1.0,Petrol,2005,123201,3877,1.0,2005,123201.0,3877.0
Ford,Focus,1.0,Petrol,1999,80961,5139,1.0,1999,80961.0,5139.0
Toyota,Yaris,1.2,Hybrid,2000,168776,2922,1.2,2000,168776.0,2922.0
Toyota,RAV4,2.0,Hybrid,2003,161292,7496,2.0,2003,161292.0,7496.0
VW,Polo,1.2,Petrol,1993,136706,1761,1.2,1993,136706.0,1761.0
Ford,Mondeo,2.0,Diesel,1989,295903,621,2.0,1989,295903.0,621.0
Toyota,RAV4,1.8,Hybrid,2001,122993,8472,1.8,2001,122993.0,8472.0
Toyota,Prius,1.4,Hybrid,2019,27246,40337,1.4,2019,27246.0,40337.0
Toyota,Yaris,1.4,Petrol,2018,27905,24099,1.4,2018,27905.0,24099.0
Ford,Focus,1.6,Hybrid,2014,62556,23995,1.6,2014,62556.0,23995.0
Ford,Fiesta,1.2,Petrol,2002,136963,3120,1.2,2002,136963.0,3120.0
Toyota,Yaris,1.0,Petrol,2003,123233,3927,1.0,2003,123233.0,3927.0
VW,Polo,1.0,Petrol,2014,47160,12336,1.0,2014,47160.0,12336.0
Ford,Mondeo,1.8,Diesel,2012,83778,16734,1.8,2012,83778.0,16734.0
VW,Polo,1.0,Petrol,1999,178066,1703,1.0,1999,178066.0,1703.0
Toyota,Prius,1.0,Hybrid,1990,41804,4528,1.0,1990,41804.0,4528.0
VW,Passat,1.6,Petrol,1988,227085,993,1.6,1988,227085.0,993.0
Porsche,911,2.6,Petrol,2009,67475,41631,2.6,2009,67475.0,41631.0
BMW,M5,4.0,Petrol,2009,72294,42266,2.9000000000000004,2009,72294.0,42266.0
VW,Polo,1.2,Petrol,2020,14030,24396,1.2,2020,14030.0,24396.0
Toyota,Prius,1.0,Hybrid,2016,26586,28016,1.0,2016,26586.0,28016.0
Toyota,Prius,1.0,Hybrid,2020,21699,37593,1.0,2020,21699.0,37593.0
Toyota,RAV4,2.2,Hybrid,1994,181469,3637,2.2,1994,181469.0,3637.0
Ford,Fiesta,1.4,Hybrid,2010,83244,10312,1.4,2010,83244.0,10312.0
BMW,X3,3.0,Petrol,1994,102554,6334,2.9000000000000004,1994,102554.0,6334.0
Toyota,RAV4,1.8,Hybrid,2005,106904,12498,1.8,2005,106904.0,12498.0
Ford,Fiesta,1.0,Petrol,2002,96047,3890,1.0,2002,96047.0,3890.0
Porsche,Cayenne,4.0,Petrol,2006,75616,26868,2.9000000000000004,2006,75616.0,26868.0
Porsche,718 Cayman,2.0,Petrol,2018,36321,45849,2.0,2018,36321.0,42975.125
Ford,Fiesta,1.2,Petrol,2009,64988,8422,1.2,2009,64988.0,8422.0
Ford,Focus,1.4,Diesel,1986,246474,682,1.4,1986,246474.0,682.0
VW,Polo,1.6,Petrol,1998,145468,2645,1.6,1998,145468.0,2645.0
Toyota,Yaris,1.4,Petrol,1999,168267,2471,1.4,1999,168267.0,2471.0
Toyota,RAV4,2.2,Hybrid,2011,73994,26052,2.2,2011,73994.0,26052.0
Toyota,Yaris,1.0,Hybrid,1993,98807,2907,1.0,1993,98807.0,2907.0
Ford,Mondeo,1.4,Diesel,1992,148495,2378,1.4,1992,148495.0,2378.0
Toyota,RAV4,2.2,Hybrid,2013,43727,36161,2.2,2013,43727.0,36161.0
Toyota,Prius,1.0,Hybrid,2013,79984,16390,1.0,2013,79984.0,16390.0
Porsche,718 Cayman,2.4,Petrol,2009,65106,23033,2.4,2009,65106.0,23033.0
Ford,Mondeo,1.6,Diesel,2008,107130,10209,1.6,2008,107130.0,10209.0
VW,Passat,2.0,Diesel,2021,12062,52834,2.0,2021,12062.0,42975.125
VW,Polo,2.0,Petrol,1992,221268,1032,2.0,1992,221268.0,1032.0
Toyota,Prius,1.0,Hybrid,1995,211871,1708,1.0,1995,211871.0,1708.0
BMW,X3,2.4,Diesel,2019,19090,53986,2.4,2019,19090.0,42975.125
Ford,Fiesta,1.4,Petrol,1992,172399,1292,1.4,1992,172399.0,1292.0
Toyota,Yaris,1.2,Hybrid,2018,26023,27061,1.2,2018,26023.0,27061.0
Ford,Fiesta,1.4,Petrol,1991,220952,790,1.4,1991,220952.0,790.0
Ford,Fiesta,1.2,Petrol,1997,120606,2541,1.2,1997,120606.0,2541.0
BMW,Z4,3.0,Petrol,2004,144139,8517,2.9000000000000004,2004,144139.0,8517.0
VW,Passat,1.8,Diesel,1996,231692,1807,1.8,1996,231692.0,1807.0
VW,Golf,1.8,Hybrid,2014,47442,23528,1.8,2014,47442.0,23528.0
VW,Passat,1.4,Petrol,2002,128472,5471,1.4,2002,128472.0,5471.0
